timestamp;open;high;low;close;volume
2020-08-10;2.85000000;4.13870000;2.84330000;3.38850000;8187688.49000000
2020-08-17;3.38850000;3.70920000;2.74310000;3.25000000;9652951.03000000
2020-08-24;3.26580000;4.71170000;3.00010000;4.43090000;12907851.82000000
2020-08-31;4.41270000;4.94750000;2.09260000;3.09410000;17419598.03000000
2020-09-07;3.07850000;3.88380000;2.38000000;3.26030000;20768444.34000000
2020-09-14;3.26560000;3.53930000;2.36000000;2.86280000;21784849.67000000
2020-09-21;2.86280000;3.27660000;2.46890000;3.15780000;17519195.44000000
2020-09-28;3.15570000;3.21090000;2.42000000;2.52020000;8453746.68000000
2020-10-05;2.51810000;2.68300000;2.01230000;2.42270000;11599981.78000000
2020-10-12;2.42280000;2.70440000;2.10710000;2.21500000;8494533.99000000
2020-10-19;2.21370000;2.21480000;1.76000000;1.79260000;11363839.24000000
2020-10-26;1.79250000;1.86850000;1.31630000;1.60800000;12415550.34000000
2020-11-02;1.60760000;2.49750000;1.27330000;2.15580000;23519422.82000000
2020-11-09;2.15150000;2.32570000;1.82500000;2.04070000;14691581.95000000
2020-11-16;2.03900000;2.51000000;1.98580000;2.15140000;15950422.78000000
2020-11-23;2.16100000;2.49000000;1.72120000;1.91530000;20076252.86000000
2020-11-30;1.91840000;2.22790000;1.79560000;1.85050000;12222320.62000000
2020-12-07;1.85150000;1.89900000;1.43280000;1.57010000;11016590.41000000
2020-12-14;1.56510000;1.80640000;1.52100000;1.56350000;14519422.07000000
2020-12-21;1.56050000;1.62000000;1.03010000;1.30370000;13912383.89000000
2020-12-28;1.30410000;2.38000000;1.28670000;2.17790000;29363801.01000000
2021-01-04;2.17890000;3.80000000;1.86000000;3.44900000;99382756.33000000
2021-01-11;3.44550000;3.98760000;2.57950000;3.82680000;49284362.55000000
2021-01-18;3.82430000;4.17000000;2.52950000;3.62780000;31391840.46000000
2021-01-25;3.62870000;4.80500000;3.43980000;4.25250000;30332723.44000000
2021-02-01;4.25680000;7.14380000;4.10750000;6.69760000;31349616.82000000
2021-02-08;6.69310000;9.93000000;6.45540000;8.71580000;30881627.57000000
2021-02-15;8.72340000;11.85000000;7.51820000;11.07530000;27025531.09000000
2021-02-22;11.07380000;18.20520000;9.10000000;13.08870000;80809231.34000000
2021-03-01;13.08000000;15.54690000;11.90000000;13.81740000;23811858.40000000
2021-03-08;13.81740000;16.50000000;12.99600000;14.46050000;18841797.78000000
2021-03-15;14.46100000;14.97930000;13.03260000;14.33720000;11849108.36000000
2021-03-22;14.33720000;19.38000000;12.30430000;18.06450000;25943984.75000000
2021-03-29;18.06450000;25.53090000;17.64390000;23.77550000;25202238.55000000
2021-04-05;23.77550000;29.00000000;21.75540000;27.85170000;26433735.85000000
2021-04-12;27.85980000;32.99000000;21.10000000;32.33580000;27704451.37000000
2021-04-19;32.33240000;48.64400000;28.81000000;47.40500000;76094917.11100000
2021-04-26;47.39500000;49.99000000;40.51600000;46.89700000;44742599.46100000
